Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
RapidGenomics_F205_GOT_125402_P001_WD01_i5-501_i7-52_S2548_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD01_i5-501_i7-52_S2548_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1627949.0	0.0	151.0	45.0	93.68553734058112	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P001_WD02_i5-501_i7-72_S2549_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD02_i5-501_i7-72_S2549_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1439721.0	0.0	151.0	37.0	91.54568643388569	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WD02_i5-501_i7-72_S2549_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD02_i5-501_i7-72_S2549_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1439721.0	0.0	151.0	37.0	93.94520230185502	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD03_i5-501_i7-30_S2550_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD03_i5-501_i7-30_S2550_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1790321.0	0.0	151.0	47.0	93.17540834045647	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD03_i5-501_i7-30_S2550_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD03_i5-501_i7-30_S2550_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1790321.0	0.0	151.0	47.0	94.28948695279789	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WD04_i5-501_i7-91_S2551_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD04_i5-501_i7-91_S2551_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1325871.0	0.0	151.0	51.0	70.80201829987818	151.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WD04_i5-501_i7-91_S2551_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD04_i5-501_i7-91_S2551_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1325871.0	0.0	151.0	52.0	88.65896565157256	151.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD05_i5-501_i7-71_S2552_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD05_i5-501_i7-71_S2552_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1037165.0	0.0	151.0	46.0	92.66820780442784	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WD05_i5-501_i7-71_S2552_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD05_i5-501_i7-71_S2552_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1037165.0	0.0	151.0	46.0	95.00843806804596	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD06_i5-501_i7-50_S2553_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD06_i5-501_i7-50_S2553_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1058319.0	0.0	151.0	41.0	87.74942075953192	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WD06_i5-501_i7-50_S2553_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD06_i5-501_i7-50_S2553_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1058319.0	0.0	151.0	41.0	93.07176888326345	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD07_i5-501_i7-86_S2554_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD07_i5-501_i7-86_S2554_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1345574.0	0.0	151.0	41.0	87.33222890531155	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WD07_i5-501_i7-86_S2554_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD07_i5-501_i7-86_S2554_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1345574.0	0.0	151.0	41.0	91.71425395517511	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD08_i5-501_i7-80_S2555_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD08_i5-501_i7-80_S2555_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2314336.0	0.0	151.0	38.0	77.06792586808821	151.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD08_i5-501_i7-80_S2555_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD08_i5-501_i7-80_S2555_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2314336.0	0.0	151.0	38.0	79.29436682470879	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD09_i5-501_i7-64_S2556_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD09_i5-501_i7-64_S2556_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1095475.0	0.0	151.0	38.0	92.6223301339196	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WD09_i5-501_i7-64_S2556_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD09_i5-501_i7-64_S2556_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1095475.0	0.0	151.0	38.0	93.34555587110933	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WD10_i5-501_i7-8_S2557_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD10_i5-501_i7-8_S2557_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2498022.0	0.0	151.0	38.0	85.76726284984262	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD10_i5-501_i7-8_S2557_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD10_i5-501_i7-8_S2557_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2498022.0	0.0	151.0	39.0	87.58747570495704	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD11_i5-501_i7-58_S2558_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD11_i5-501_i7-58_S2558_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2200086.0	0.0	151.0	39.0	87.88545706646525	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD11_i5-501_i7-58_S2558_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD11_i5-501_i7-58_S2558_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2200086.0	0.0	151.0	39.0	88.6832218303028	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WD12_i5-501_i7-9_S2559_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WD12_i5-501_i7-9_S2559_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2189167.0	0.0	151.0	38.0	91.22118232246399	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WD12_i5-501_i7-9_S2559_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WD12_i5-501_i7-9_S2559_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2189167.0	0.0	151.0	38.0	91.77461957273331	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WE01_i5-501_i7-48_S2560_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE01_i5-501_i7-48_S2560_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11852596.0	0.0	151.0	43.0	82.41866160836953	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	fail	fail
RapidGenomics_F205_GOT_125402_P001_WE01_i5-501_i7-48_S2560_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE01_i5-501_i7-48_S2560_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11852596.0	0.0	151.0	43.0	83.83323122898088	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P001_WE02_i5-501_i7-89_S2561_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE02_i5-501_i7-89_S2561_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3403875.0	0.0	151.0	35.0	89.00695511052848	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE02_i5-501_i7-89_S2561_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE02_i5-501_i7-89_S2561_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3403875.0	0.0	151.0	35.0	89.91700435977211	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WE03_i5-501_i7-87_S2562_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE03_i5-501_i7-87_S2562_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1532269.0	0.0	151.0	42.0	89.63389421153572	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WE03_i5-501_i7-87_S2562_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE03_i5-501_i7-87_S2562_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1532269.0	0.0	151.0	42.0	91.92055190512293	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WE04_i5-501_i7-21_S2563_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE04_i5-501_i7-21_S2563_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1727345.0	0.0	151.0	44.0	89.47288544987164	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WE04_i5-501_i7-21_S2563_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE04_i5-501_i7-21_S2563_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1727345.0	0.0	151.0	44.0	92.73693703032589	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE05_i5-501_i7-94_S2564_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE05_i5-501_i7-94_S2564_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1357541.0	0.0	151.0	42.0	90.35098757156254	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WE05_i5-501_i7-94_S2564_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE05_i5-501_i7-94_S2564_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1357541.0	0.0	151.0	42.0	93.2811356083694	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE06_i5-501_i7-35_S2565_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE06_i5-501_i7-35_S2565_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2095872.0	0.0	151.0	47.0	90.05189054414667	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE06_i5-501_i7-35_S2565_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE06_i5-501_i7-35_S2565_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2095872.0	0.0	151.0	47.0	92.04376096671845	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WE07_i5-501_i7-44_S2566_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE07_i5-501_i7-44_S2566_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1313757.0	0.0	151.0	37.0	87.65162342745309	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE07_i5-501_i7-44_S2566_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE07_i5-501_i7-44_S2566_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1313757.0	0.0	151.0	37.0	90.36339144823468	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE08_i5-501_i7-4_S2567_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE08_i5-501_i7-4_S2567_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1609322.0	0.0	151.0	38.0	89.85722813994062	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WE08_i5-501_i7-4_S2567_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE08_i5-501_i7-4_S2567_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1609322.0	0.0	151.0	38.0	92.27308228267641	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE09_i5-501_i7-24_S2568_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE09_i5-501_i7-24_S2568_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10007.0	0.0	151.0	37.0	97.13200759468373	151.0	pass	pass	fail	pass	warn	warn	pass	pass	pass	pass	fail
RapidGenomics_F205_GOT_125402_P001_WE09_i5-501_i7-24_S2568_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE09_i5-501_i7-24_S2568_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10007.0	0.0	151.0	36.0	97.36184670730489	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P001_WE10_i5-501_i7-61_S2569_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE10_i5-501_i7-61_S2569_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1300305.0	0.0	151.0	37.0	93.26908411613442	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE10_i5-501_i7-61_S2569_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE10_i5-501_i7-61_S2569_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1300305.0	0.0	151.0	37.0	94.00640091903921	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WE11_i5-501_i7-13_S2570_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE11_i5-501_i7-13_S2570_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3211101.0	0.0	151.0	45.0	93.6656896282328	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P001_WE11_i5-501_i7-13_S2570_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE11_i5-501_i7-13_S2570_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3211101.0	0.0	151.0	45.0	93.8956069047584	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P001_WE12_i5-501_i7-76_S2571_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WE12_i5-501_i7-76_S2571_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4151666.0	0.0	151.0	37.0	82.49749318511722	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WE12_i5-501_i7-76_S2571_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WE12_i5-501_i7-76_S2571_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4151666.0	0.0	151.0	37.0	84.17880004324533	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WF01_i5-501_i7-28_S2572_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF01_i5-501_i7-28_S2572_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18663606.0	0.0	151.0	43.0	85.6692372704763	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	fail	fail
RapidGenomics_F205_GOT_125402_P001_WF01_i5-501_i7-28_S2572_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF01_i5-501_i7-28_S2572_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18663606.0	0.0	151.0	43.0	89.91247313140187	151.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P001_WF02_i5-501_i7-78_S2573_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF02_i5-501_i7-78_S2573_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2869793.0	0.0	151.0	36.0	86.79941223736638	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	fail	warn
RapidGenomics_F205_GOT_125402_P001_WF02_i5-501_i7-78_S2573_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF02_i5-501_i7-78_S2573_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2869793.0	0.0	151.0	36.0	88.29971168997936	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P001_WF03_i5-501_i7-79_S2574_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF03_i5-501_i7-79_S2574_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4193864.0	0.0	151.0	38.0	89.4816161170037	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF03_i5-501_i7-79_S2574_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF03_i5-501_i7-79_S2574_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4193864.0	0.0	151.0	38.0	90.52846095356328	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WF04_i5-501_i7-45_S2575_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF04_i5-501_i7-45_S2575_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2248539.0	0.0	151.0	39.0	88.31315878606401	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WF04_i5-501_i7-45_S2575_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF04_i5-501_i7-45_S2575_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2248539.0	0.0	151.0	39.0	91.07657839880267	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF05_i5-501_i7-92_S2576_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF05_i5-501_i7-92_S2576_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1375568.0	0.0	151.0	39.0	90.8989554242638	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WF05_i5-501_i7-92_S2576_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF05_i5-501_i7-92_S2576_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1375568.0	0.0	151.0	39.0	94.30680553606811	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF06_i5-501_i7-60_S2577_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF06_i5-501_i7-60_S2577_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1451842.0	0.0	151.0	43.0	84.28364695324791	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF06_i5-501_i7-60_S2577_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF06_i5-501_i7-60_S2577_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1451842.0	0.0	151.0	43.0	88.39936643343749	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF07_i5-501_i7-33_S2578_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF07_i5-501_i7-33_S2578_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1932377.0	0.0	151.0	46.0	88.27789458912451	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P001_WF07_i5-501_i7-33_S2578_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF07_i5-501_i7-33_S2578_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1932377.0	0.0	151.0	46.0	89.83596094934309	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P001_WF08_i5-501_i7-53_S2579_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF08_i5-501_i7-53_S2579_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1934908.0	0.0	151.0	43.0	87.32970033935091	151.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P001_WF08_i5-501_i7-53_S2579_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF08_i5-501_i7-53_S2579_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1934908.0	0.0	151.0	43.0	90.80320119026541	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF09_i5-501_i7-46_S2580_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF09_i5-501_i7-46_S2580_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1744298.0	0.0	151.0	39.0	91.91909671950901	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF09_i5-501_i7-46_S2580_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF09_i5-501_i7-46_S2580_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1744298.0	0.0	151.0	39.0	93.290509153736	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF10_i5-501_i7-26_S2581_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF10_i5-501_i7-26_S2581_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1219178.0	0.0	151.0	38.0	87.15151680899704	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WF10_i5-501_i7-26_S2581_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF10_i5-501_i7-26_S2581_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1219178.0	0.0	151.0	38.0	88.06067029381903	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P001_WF11_i5-501_i7-51_S2582_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF11_i5-501_i7-51_S2582_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3547438.0	0.0	151.0	36.0	89.15930596806021	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WF11_i5-501_i7-51_S2582_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF11_i5-501_i7-51_S2582_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3547438.0	0.0	151.0	36.0	89.7924506932855	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WF12_i5-501_i7-66_S2583_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WF12_i5-501_i7-66_S2583_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3384165.0	0.0	151.0	43.0	78.47886188081745	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WF12_i5-501_i7-66_S2583_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WF12_i5-501_i7-66_S2583_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3384165.0	0.0	151.0	43.0	79.31268951290028	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P001_WG01_i5-501_i7-84_S2584_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WG01_i5-501_i7-84_S2584_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5807239.0	0.0	151.0	39.0	80.8410136541176	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	fail	fail
RapidGenomics_F205_GOT_125402_P001_WG01_i5-501_i7-84_S2584_L003_R2_001	RapidGenomics_F205_GOT_125402_P001_WG01_i5-501_i7-84_S2584_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5807239.0	0.0	151.0	39.0	83.81592083884254	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P001_WG02_i5-501_i7-12_S2585_L003_R1_001	RapidGenomics_F205_GOT_125402_P001_WG02_i5-501_i7-12_S2585_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3249987.0	0.0	151.0	37.0	88.11284360190011	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	warn
