P001_WA02_00088 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Salicaceae;Salix; 	Orobanchaceae;Bartsia;
P003_WG12_00066 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WG12_00067 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Onagraceae;Epilobium; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WH01_00044 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P003_WH01_00046 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P003_WH02_00048 	Orobanchaceae;Bartsia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Orobanchaceae;Bartsia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WH02_00053 	Orobanchaceae;Bartsia; 	Orobanchaceae;Neobartsia	Orobanchaceae;Euphrasia; 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P003_WH02_00055 	Orobanchaceae;Bartsia; 	Orobanchaceae;Lathraea	Orobanchaceae;Euphrasia; 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Plantaginaceae;Pennellianthus;
P003_WH03_00078 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Soldanella;
P003_WH03_00079 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Trientalis; 	Primulaceae;Soldanella;
P003_WH05_00066 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P003_WH05_00067 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P003_WH06_00104 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P003_WH06_00105 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Brassicaceae;Draba; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P003_WH08_00067 	Papaveraceae;Papaver; 	Papaveraceae;Meconopsis	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P003_WH08_00068 	Papaveraceae;Papaver; 	Papaveraceae;Meconopsis	Ranunculaceae;Trollius; 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WH09_00094 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P003_WH09_00095 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P003_WH10_00062 	Brassicaceae;Arabis; 	Brassicaceae;Arabis	Brassicaceae;Arabis; 	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Draba;
P003_WH10_00064 	Brassicaceae;Arabis; 	Brassicaceae;Arabis	Brassicaceae;Arabis; 	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Draba;
P003_WH11_00024 	Asteraceae;Aster; 	Asteraceae;Diplostephium	Juncaceae;Luzula; 	Asteraceae;Solidago; 	Asteraceae;Aster; 	Asteraceae;Erigeron;
P003_WH11_00025 	Asteraceae;Aster; 	Asteraceae;Diplostephium	Asteraceae;Aster; 	Asteraceae;Solidago; 	Asteraceae;Erigeron; 	Asteraceae;Erigeron;
P003_WH12_00070 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WH12_00071 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P004_WA02_00069 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Soldanella;
P004_WA02_00070 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Soldanella; 	Primulaceae;Trientalis;
P004_WB01_00104 	Poaceae;Alopecurus; 	Poaceae;Alopecurus	Poaceae;Alopecurus; 	Poaceae;Alopecurus; 	Poaceae;Arctagrostis; 	Poaceae;Dupontia;
P004_WB02_00026 	Ericaceae;Pieris; 	Ericaceae;Gaultheria	Ericaceae;Harrimanella; 	Ericaceae;Harrimanella; 	Ericaceae;Cassiope; 	Ericaceae;Vaccinium;
P004_WB02_00028 	Ericaceae;Pieris; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P004_WC01_00024 	Poaceae;Hierochloe; 	Poaceae;Hierochloe	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P004_WC02_00009 	Polygonaceae;Polygonum; 	Polygonaceae;Bistorta	Polygonaceae;Bistorta; 	Polygonaceae;Bistorta; 	Polygonaceae;Polygonum; 	Polygonaceae;Rumex;
P004_WC02_00010 	Polygonaceae;Polygonum; 	Polygonaceae;Bistorta	Polygonaceae;Persicaria; 	Polygonaceae;Bistorta; 	Polygonaceae;Bistorta; 	Polygonaceae;Oxyria;
P004_WD01_00062 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P004_WD02_00082 	Asteraceae;Antennaria; 	Asteraceae;Antennaria	Poaceae;Festuca; 	Asteraceae;Antennaria; 	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria;
P004_WD02_00083 	Asteraceae;Antennaria; 	Asteraceae;Gamochaeta	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria; 	Asteraceae;Gnaphalium;
P004_WF01_00013 	Cupressaceae;Juniperus; 	Cupressaceae;Juniperus	Cupressaceae;Juniperus; 	Tofieldiaceae;Tofieldia; 	Brassicaceae;Arabis; 	Primulaceae;Primula;
P004_WG01_00052 	Rosaceae;Sieversia; 	Rosaceae;Fallugia	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Rosaceae;Rubus;
P004_WG01_00053 	Rosaceae;Sieversia; 	Rosaceae;Fallugia	Rosaceae;Rubus; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla;
P004_WH01_00048 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Psammosilene	Caryophyllaceae;Viscaria; 	Rosaceae;Spiraea; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene;
P004_WH01_00049 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Minuartia;
P8807_501_00066 	Ericaceae;Andromeda; 	Ericaceae;Gaultheria	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Pieris;
P8807_501_00067 	Ericaceae;Andromeda; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_503_00072 	Ericaceae;Pyrola; 	Ericaceae;Pyrola	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Arctous;
P8807_503_00074 	Ericaceae;Pyrola; 	Ericaceae;Pyrola	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Arctous;
P8807_504_00080 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P8807_504_00082 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P8807_505_00022 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_505_00023 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_505_00032 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_505_00033 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_506_00062 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P8807_507_00008 	Crassulaceae;Rhodiola; 	Crassulaceae;Rhodiola	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Sedum; 	Saxifragaceae;Saxifraga;
P8807_507_00009 	Crassulaceae;Rhodiola; 	Crassulaceae;Rhodiola	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Sedum; 	Saxifragaceae;Saxifraga;
P8807_508_00100 	Asteraceae;Hieracium; 	Asteraceae;Sonchus	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Leontodon;
P8807_508_00103 	Asteraceae;Hieracium; 	Asteraceae;Sonchus	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Leontodon;
P8807_509_00042 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Onagraceae;Epilobium; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P8807_509_00043 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Onagraceae;Epilobium;
P8807_510_00015 	Violaceae;Viola; 	Violaceae;Viola	Violaceae;Viola; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P8807_510_00016 	Violaceae;Viola; 	Violaceae;Viola	Violaceae;Viola; 	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Rosaceae;Dryas;
P8807_511_00054 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P8807_512_00094 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_512_00095 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Asteraceae;Cirsium;
P8807_513_00063 	Juncaceae;Luzula; 	Doryanthaceae;Doryanthes	Juncaceae;Luzula; 	Cyperaceae;Carex; 	Juncaceae;Luzula; 	Juncaceae;Luzula;
P8807_514_00048 	Ericaceae;Harrimanella; 	Ericaceae;Gaultheria	Ericaceae;Harrimanella; 	Ericaceae;Pieris; 	Ericaceae;Cassiope; 	Ericaceae;Phyllodoce;
P8807_514_00049 	Ericaceae;Harrimanella; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Cassiope; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_515_00021 	Asteraceae;Saussurea; 	Asteraceae;Saussurea	Asteraceae;Centaurea; 	Poaceae;Calamagrostis; 	Asteraceae;Saussurea; 	Asteraceae;Cirsium;
P8807_515_00022 	Asteraceae;Saussurea; 	Asteraceae;Saussurea	Asteraceae;Saussurea; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Poaceae;Calamagrostis;
P8807_516_00093 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P8807_516_00095 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P8807_517_00122 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_517_00123 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_518_00051 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_518_00052 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_519_00115 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P8807_519_00117 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P8807_520_00053 	Juncaceae;Juncus; 	Cyperaceae;Hypolytrum	Juncaceae;Juncus; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_520_00054 	Juncaceae;Juncus; 	Juncaceae;Juncus	Juncaceae;Juncus; 	Juncaceae;Juncus; 	Juncaceae;Luzula; 	Juncaceae;Luzula;
P8807_521_00052 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Andromeda; 	Ericaceae;Pieris;
P8807_521_00053 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_522_00092 	Rosaceae;Dryas; 	Rosaceae;Dryas	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Rubus;
P8807_522_00093 	Rosaceae;Dryas; 	Rosaceae;Dryas	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas; 	Rosaceae;Spiraea;
P8807_523_00059 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P8807_523_00060 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P8807_524_00122 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P8807_524_00123 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P8807_525_00037 	Rosaceae;Rubus; 	Rosaceae;Rubus	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Rosaceae;Sieversia;
P8807_525_00038 	Rosaceae;Rubus; 	Rosaceae;Rubus	Rosaceae;Sibbaldia; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla;
P8807_526_00037 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P8807_526_00038 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P8807_527_00043 	Fabaceae;Astragalus; 	Fabaceae;Astragalus	Fabaceae;Astragalus; 	Fabaceae;Trifolium; 	Fabaceae;Trifolium; 	Fabaceae;Oxytropis;
P8807_527_00045 	Fabaceae;Astragalus; 	Fabaceae;Astragalus	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis;
P8807_528_00043 	Diapensiaceae;Diapensia; 	Diapensiaceae;Diapensia	Rosaceae;Potentilla; 	Ericaceae;Arctous; 	Primulaceae;Primula; 	Primulaceae;Primula;
P8807_530_00029 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_530_00030 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WA01_00106 	Rosaceae;Potentilla; 	Rosaceae;Filipendula	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis;
WA02_00015 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
WA02_00016 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
WA03_00101 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
WA04_00086 	Ericaceae;Pyrola; 	Ericaceae;Pyrola	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Arctous;
WA04_00089 	Ericaceae;Pyrola; 	Ericaceae;Pyrola	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Arctous;
WA05_00078 	Lentibulariaceae;Pinguicula; 	Lentibulariaceae;Pinguicula	Lentibulariaceae;Pinguicula; 	Lentibulariaceae;Pinguicula; 	Plantaginaceae;Pennellianthus; 	Lamiaceae;Betonica;
WA05_00079 	Lentibulariaceae;Pinguicula; 	Lentibulariaceae;Pinguicula	Lentibulariaceae;Pinguicula; 	Lentibulariaceae;Pinguicula; 	Lamiaceae;Betonica; 	Plantaginaceae;Pennellianthus;
WA06_00070 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
WA06_00072 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
WA07_00099 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
WA07_00100 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
WA08_00117 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron	Ericaceae;Empetrum; 	Ericaceae;Bryanthus; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
WA08_00118 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron	Ericaceae;Empetrum; 	Ericaceae;Bryanthus; 	Ericaceae;Harrimanella; 	Ericaceae;Rhododendron;
WA09_00059 	Ericaceae;Empetrum; 	Ericaceae;Rhododendron	Ericaceae;Empetrum; 	Ericaceae;Bryanthus; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
WA09_00061 	Ericaceae;Empetrum; 	Ericaceae;Rhododendron	Ericaceae;Empetrum; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
WA11_00098 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WA11_00099 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WA12_00002 	Polygonaceae;Oxyria; 	Polygonaceae;Oxyria	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Polygonum;
WA12_00077 	Polygonaceae;Oxyria; 	Polygonaceae;Oxyria	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Polygonum;
WB01_00007 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WB01_00008 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Asteraceae;Cirsium;
WB02_00055 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Cyperaceae;Carex; 	Geraniaceae;Geranium; 	Betulaceae;Betula; 	Betulaceae;Betula;
WB02_00074 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Rosaceae;Dryas;
WB02_00096 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
WB03_00118 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
WB03_00119 	Campanulaceae;Campanula; 	Campanulaceae;Adenophora	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
WB04_00114 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
WB04_00115 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
WB05_00067 	Asteraceae;Petasites; 	Asteraceae;Petasites	Asteraceae;Senecio; 	Asteraceae;Solidago; 	Asteraceae;Scorzonera; 	Asteraceae;Leontodon;
WB05_00068 	Asteraceae;Petasites; 	Asteraceae;Ligularia	Asteraceae;Senecio; 	Asteraceae;Anthemis; 	Asteraceae;Artemisia; 	Asteraceae;Leucanthemum;
WB06_00065 	Poaceae;Poa; 	Poaceae;Cinna	Poaceae;Poa; 	Poaceae;Arctagrostis; 	Poaceae;Arctophila; 	Poaceae;Dupontia;
WB07_00080 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Polygonum;
WB07_00081 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Bistorta;
WB08_00083 	Primulaceae;Trientalis; 	Primulaceae;Lysimachia	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Soldanella; 	Primulaceae;Primula;
WB08_00084 	Primulaceae;Trientalis; 	Primulaceae;Lysimachia	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Soldanella;
WB09_00055 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
WB09_00057 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
WB10_00082 	Rosaceae;Sibbaldia; 	Rosaceae;Sibbaldia	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Rosaceae;Rubus;
WB10_00083 	Rosaceae;Sibbaldia; 	Rosaceae;Sibbaldia	Rosaceae;Potentilla; 	Rosaceae;Alchemilla; 	Rosaceae;Rubus; 	Orobanchaceae;Pedicularis;
WB11_00077 	Asteraceae;Hieracium; 	Asteraceae;Sonchus	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Leontodon;
WB11_00080 	Asteraceae;Hieracium; 	Asteraceae;Sonchus	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Leontodon;
WB12_00040 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
WB12_00043 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex;
WC01_00056 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WC01_00057 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WC02_00006 	Ericaceae;Arctous; 	Ericaceae;Arbutus	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Soldanella;
WC02_00008 	Ericaceae;Arctous; 	Ericaceae;Arbutus	Ericaceae;Harrimanella; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
